file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	total_posbile_symmetric	symmetric_percent	symmetric_continuos	maxnode	total
BankingSoftware	MINCE	CUDD_REORDER_WINDOW2	0.0200000000	0.004	0.024	5.25823e+31	1681	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.857143	213	219
BankingSoftware	MINCE	CUDD_REORDER_WINDOW3	0.0200000000	0.004	0.028	5.25823e+31	1681	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.857143	213	219
BankingSoftware	MINCE	CUDD_REORDER_WINDOW4	0.0200000000	0.008	0.024	5.25823e+31	1681	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.857143	213	219
BankingSoftware	MINCE	CUDD_REORDER_ANNEALING	0.0200000000	0.004	0.044	5.25823e+31	1681	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.857143	213	219
BankingSoftware	mendonca	CUDD_REORDER_SIFT	0.0127295310	0	0.028	5.25823e+31	3011	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.792208	220	226
BankingSoftware	mendonca	CUDD_REORDER_SYMM_SIFT	0.0127295310	0	0.028	5.25823e+31	3011	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.792208	220	226
BankingSoftware	mendonca	CUDD_REORDER_WINDOW2	0.0127295310	0.004	0.032	5.25823e+31	3011	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.792208	220	226
BankingSoftware	mendonca	CUDD_REORDER_WINDOW3	0.0127295310	0.004	0.036	5.25823e+31	3011	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.792208	220	226
BankingSoftware	mendonca	CUDD_REORDER_WINDOW4	0.0127295310	0.004	0.036	5.25823e+31	3011	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.792208	220	226
BankingSoftware	mendonca	CUDD_REORDER_ANNEALING	0.0127295310	0.004	0.028	5.25823e+31	3011	176.0	196.0	2.0	51.42045454545455	68.70185203573843	51.42045454545455	15400	10.8831	0.792208	220	226
